FR003C2;Lyon;9039;9420;9515;9469;9216
FR004C2;Toulouse;6087;6410;6463;6577;6416
FR006C2;Strasbourg;6519;6574;6542;6298;6044
FR007C1;Bordeaux;5281;5493;5533;5626;5462
FR008C1;Nantes;4687;4880;4931;5011;4873
FR009C1;Lille;5646;5737;5700;5525;5327
FR010C1;Montpellier;5448;5822;5989;6017;5890
FR011C1;Saint-Etienne;5108;5341;5380;5384;5270
FR012C1;Le Havre;5669;5609;5491;5213;4907
FR013C2;Rennes;4866;4808;4584;4386;4111
FR014C2;Amiens;5061;5015;4898;4641;4353
FR016C1;Nancy;5843;5902;5791;5658;5353
FR017C2;Metz;4008;3968;3859;3708;3491
FR018C1;Reims;6498;6507;6280;6106;5751
FR019C1;Orléans;3744;3829;3773;3820;3688
FR020C2;Dijon;5485;5465;5252;5082;4759
FR021C2;Poitiers;3296;3332;3237;3158;2997
FR022C2;Clermont-Ferrand;4837;4945;4870;4808;4629
FR023C2;Caen;4312;4528;4519;4587;4325
FR024C2;Limoges;3890;3919;3935;3960;3755
FR025C1;Besançon;3563;3565;3485;3429;3247
FR026C2;Grenoble;7127;7411;7471;7336;7092
FR027C1;Ajaccio;5184;5240;5026;4855;4469
FR032C2;Toulon;5110;5230;5245;5232;5138
FR034C2;Valenciennes;2963;3320;3487;3734;3784
FR035C2;Tours;4671;4806;4730;4672;4428
FR036C2;Angers;4338;4684;4790;4927;4767
FR037C1;Brest;4790;5210;5273;5402;5204
FR038C2;Le Mans;5099;5494;5618;5836;5653
FR039C2;Avignon;3503;3769;3889;4123;4170
FR040C2;Mulhouse;4799;5083;5207;5299;5239
FR042C1;Dunkerque;4221;4479;4553;4623;4554
FR043C2;Perpignan;3971;4451;4697;4962;4989
FR044C2;Nimes;4485;4633;4724;4908;4885
FR045C2;Pau;4637;5023;5113;5318;5191
FR046C2;Bayonne;3269;3616;3717;3923;3861
FR047C2;Annemasse;4257;4709;4902;5141;5140
FR048C1;Annecy;5469;5960;6125;6320;6237
FR049C2;Lorient;2904;3324;3430;3660;3630
FR050C2;Montbelliard;2244;2450;2519;2723;2676
FR051C2;Troyes;4148;4346;4269;4341;4181
FR052C2;Saint-Nazaire;2863;3203;3366;3674;3684
FR053C1;La Rochelle;3253;3501;3509;3603;3477
FR056C1;Angoulème;2446;2777;2891;3183;3215
FR057C2;Boulogne-sur-mer;4343;4633;4722;4783;4702
FR058C2;Chambery;3898;4388;4598;4886;4913
FR059C2;Chalon-sur-Saône;2884;3038;3010;3123;3058
FR060C2;Chartres;2965;3255;3293;3494;3455
FR061C2;Niort;2175;2532;2621;2861;2819
FR062C1;Calais;4702;4943;4998;5024;4917
FR063C2;Béziers;4444;5202;5612;6164;6287
FR064C2;Arras;3212;3536;3683;3881;3915
FR065C2;Bourges;2955;3213;3244;3410;3309
FR066C1;Saint-Brieuc;2323;2710;2814;3028;2995
FR067C2;Quimper;2864;3309;3416;3682;3608
FR068C2;Vannes;2189;2549;2646;2850;2871
FR069C1;Cherbourg;3971;4288;4340;4532;4308
FR073C2;Tarbes;3568;4072;4247;4652;4673
FR074C2;Compiègne;3904;4129;4170;4244;4110
FR076C2;Belfort;3687;3816;3793;3834;3665
FR077C1;Roanne;3131;3529;3730;4026;4091
FR079C2;Saint-Quentin;3842;4181;4274;4453;4363
FR082C2;Beauvais;3471;3623;3619;3650;3514
FR084C1;Creil;5927;6173;6207;6234;6024
FR086C2;Evreux;2796;3040;3113;3237;3193
FR090C2;Châteauroux;2731;3023;3079;3292;3212
FR093C2;Brive-la-Gaillarde;2754;3214;3462;4002;4020
FR096C2;Albi;2381;2876;3052;3497;3597
FR099C1;Fréjus;3301;3423;3457;3503;3466
FR104C2;Châlons-en-Champagne;3102;3377;3373;3538;3455
FR201C1;Aubagne;2610;2826;2893;3055;3103
FR202C1;Aix-en-Provence;3292;3353;3334;3340;3294
FR203C1;Marseille;9117;9125;9036;8803;8515
FR205C2;Nice;8572;8602;8522;8274;8004
FR206C1;CA de Sophia-Antipolis;3208;3530;3687;3986;4089
FR207C1;Lens - Liévin;2522;2732;2820;2932;2950
FR208C1;Hénin - Carvin;2641;2849;2933;3062;3069
FR209C2;Douai;2232;2346;2375;2419;2392
FR210C1;Marne la Vallée;6201;6046;5980;5906;5887
FR211C1;Versailles;6223;6359;6326;6317;6310
FR212C1;CC de la Boucle de la Seine;6419;6746;7030;7410;7614
FR213C1;Sénart en Essonne;2177;2384;2530;2733;2698
FR214C1;Valence;3859;4430;4683;5082;5149
FR215C2;Rouen;4720;4982;5049;5132;5006
FR216C1;CA Marne et Chantereine;4334;4568;4719;4955;5130
FR217C1;CA des deux Rives de la Seine;2703;2742;2814;2851;2881
FR218C1;CC des Coteaux de la Seine;3681;3999;4269;4599;4792
FR219C1;CA Europ' Essonne;5919;6024;6119;6291;6396
FR220C1;CA Brie Francilienne;4806;5162;5465;5728;5826
